"#","St","Address","MLS® #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1001","S","59 22 Avenue SW Unit#108","A2126375","Apartment","Erlton","06/20/2024","$564,900.00","$565,100.00","1,374","Calgary","2000","55","Imo Manji","CMANJIIM","","David Rosenthal","CROSENDA1","","CAL Zone CC"
"1001","S","67 Wolf Creek Drive SE","A2141878","Row/Townhouse","Wolf Willow","06/27/2024","$549,900.00","$565,000.00","1,464","Calgary","2022","8","Burhan Vasanwala","CVASANBU","CVASANHU","Ben Pinckney","CPINCKBE","","CAL Zone S"
"1001","S","112 Macewan Park Road NW","A2140155","Detached","MacEwan Glen","06/18/2024","$579,900.00","$565,000.00","1,033","Calgary","1982","5","Ryan Wilson","CWILSORY","","Krishan Goll","CGOLLKR","","CAL Zone N"
"1001","S","143 Rivervalley Crescent SE","A2139925","Detached","Riverbend","06/19/2024","$564,900.00","$565,000.00","1,110","Calgary","1981","5","Tarryn Hamilton","CLAMBTA","","Lin Elder","CELDERLI","","CAL Zone SE"
"1001","S","304 Penswood Way SE","A2139733","Detached","Penbrooke Meadows","06/20/2024","$569,990.00","$565,000.00","1,077","Calgary","1974","7","Mehreteab Woldemichael","CWOLDEME","","Zerihun Biru","CBIRUZE","","CAL Zone E"
"1001","S","327 Copperfield Heights SE","A2138440","Detached","Copperfield","06/21/2024","$549,999.00","$565,000.00","1,336","Calgary","2003","16","Jamie Hunt","CHUNTJA2","","Ramon Panuelos","CPANUERA","","CAL Zone SE"
"1001","S","163 Rundlefield Crescent NE","A2136965","Detached","Rundle","06/07/2024","$575,000.00","$565,000.00","1,075","Calgary","1976","7","Wasim Elafech","CELAFEWA","","Sammy Gebreyesus","CGEBRESE","","CAL Zone NE"
"1001","S","1500 7 Street SW Unit#103","A2136394","Apartment","Beltline","06/28/2024","$575,900.00","$565,000.00","1,089","Calgary","2013","30","Doug Cabral","CCABRADO","","Odell Ramcharan","CRAMCHOD","CHUNTEJA1","CAL Zone CC"
"1001","S","428 Penworth Rise SE","A2135388","Detached","Penbrooke Meadows","06/30/2024","$575,000.00","$565,000.00","993","Calgary","1972","32","Monti Singh","CSINGHDI","CGILLPA1","Paolo Peralta","CPERALPA","CBOLINMI","CAL Zone E"
"1001","S","3375 15 Street SW Unit#118","A2133619","Apartment","South Calgary","06/05/2024","$550,000.00","$565,000.00","861","Calgary","2019","13","Amanda de Almeida Lima","CDEALMAM","","Myles Duncan","CDUNCAMY","CFRENCKE","CAL Zone CC"
"1001","S","2239 40 Street SE","A2132935","Detached","Forest Lawn","06/13/2024","$550,000.00","$565,000.00","1,188","Calgary","1959","0","Austen Gerlitz","CGERLITAU","","Non Board Member","CNONMEMB","","CAL Zone E"
"1001","S","40 Harrow Crescent SW","A2130949","Detached","Haysboro","06/12/2024","$574,900.00","$565,000.00","881","Calgary","1959","33","Kevin Lee","CLEEKE4","CSIEMESE","Peter Skolaude","CSKOLAPE","","CAL Zone S"
"1001","S","341 Martindale Boulevard NE","A2130179","Detached","Martindale","06/10/2024","$579,900.00","$565,000.00","1,261","Calgary","1991","33","Satwinder Lombsar","CLOMBSSA","","Sahil Kaushal","CKAUSHSA1","","CAL Zone NE"
"1001","S","32 Hidden Way NW","A2125198","Detached","Hidden Valley","06/11/2024","$575,000.00","$565,000.00","1,047","Calgary","1997","47","Justin Havre","CHAVREJU","CJACOBLI1","Joe Viani","CVIANIJO","","CAL Zone N"
"1001","S","554 Legacy Circle SE","A2065849","Detached","Legacy","06/05/2024","$574,898.00","$565,000.00","1,480","Calgary","2023","135","Hal Pike","CPIKEHA","","Mandy Martin","CMARTIAM","","CAL Zone S"
"1001","S","173 Cramond Circle SE","A2136429","Detached","Cranston","06/11/2024","$535,000.00","$564,500.00","870","Calgary","2004","12","Nathan Leech","CLEECHNA","","Pete Belishaku","CBELISPE","","CAL Zone SE"
"1001","S","184 Huntchester Crescent NE","A2137179","Detached","Huntington Hills","06/04/2024","$509,999.00","$564,000.00","1,232","Calgary","1973","4","Jeniah Wilde","CWILDEJE","","Tania King","CKINGTA","","CAL Zone N"
