"#","St","MLS® #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"501","S","A2110896","Detached","Tuxedo Park","03/06/2024","$749,900.00","$765,000.00","1,862","137 31 Avenue NW","Calgary","2003","5","Tanya Eklund","CEKLUNTA","","Jan Gabiola","CGABIOJA","CECALAN","CAL Zone CC"
"501","S","A2109513","Detached","Riverbend","03/02/2024","$749,900.00","$765,000.00","1,781","9109 21 Street Street SE","Calgary","1991","8","Frank Simonfi","CSIMONFE","","Gillian Stewart","CSTEWAGI","","CAL Zone SE"
"501","S","A2108092","Semi Detached (Half Duplex)","West Hillhurst","03/16/2024","$764,900.00","$765,000.00","1,620","2805 4 Avenue NW","Calgary","2002","9","Alicia Ryan","CRYANAL","","Alisha Whitehead","CWHITEAL2","","CAL Zone CC"
"501","S","A2107771","Detached","Cranston","03/01/2024","$750,000.00","$765,000.00","2,119","158 Cranwell Square SE","Calgary","2007","16","Janine Ion","CIONJA","","Dom Ricci","CRICCIDO","","CAL Zone SE"
"501","S","A2101191","Detached","Signal Hill","03/01/2024","$779,900.00","$765,000.00","2,036","6522 Sierra Morena Boulevard SW","Calgary","1994","50","Adnan Assaf","CASSAFAD","","Janet Mericle","CMERICJA","","CAL Zone W"
"501","S","A2111074","Detached","West Hillhurst","03/01/2024","$749,900.00","$762,500.00","1,083","2416 4 Avenue NW","Calgary","1947","1","Ana Lovric-Koscianski","CLOVRIAN","","Amir Halilovic","CHALILAM","","CAL Zone CC"
"501","S","A2106896","Detached","Haysboro","03/09/2024","$775,000.00","$762,500.00","1,100","61 Harley Road SW","Calgary","1959","22","Jessica Wirsche","CWIRSCJE","CWIRSCWI","Michael Hyde","CHYDEMI","","CAL Zone S"
"501","S","A2111780","Detached","Hawkwood","03/11/2024","$699,900.00","$762,000.00","2,129","135 Hawkville Close NW","Calgary","1990","4","Kirby Cox","CCOXKI","","Vicki Xie","CXIEQI","","CAL Zone NW"
"501","S","A2105711","Detached","Valley Ridge","03/11/2024","$799,800.00","$762,000.00","1,880","278 Valley Brook Circle NW","Calgary","1998","35","Joanna Wadelik","CSKUKAJO","","Todd Renneberg","CRENNETO","","CAL Zone W"
"501","S","A2103522","Detached","Saddle Ridge","03/09/2024","$789,900.00","$762,000.00","2,431","19 Saddleland Way NE","Calgary","2006","42","Hargurpreet Singh","CSINGHHA","","Satwinder Lombsar","CLOMBSSA","","CAL Zone NE"
"501","S","A2109114","Detached","Panorama Hills","03/01/2024","$739,900.00","$761,000.00","2,146","98 Panorama Hills Circle NW","Calgary","1997","7","Paul Gill","CGILLRA7","","Shaheen Pireh","CPIREHSH","","CAL Zone N"
"501","S","A2113981","Detached","Cougar Ridge","03/15/2024","$699,900.00","$760,000.00","1,943","7977 Cougar Ridge Avenue SW","Calgary","2004","3","Parker Jang","CJANGYO","CJANGYO1","Mehrdad Bagheri","CBAGHEME","","CAL Zone W"
"501","S","A2112463","Detached","Pine Creek","03/23/2024","$763,158.00","$760,000.00","2,229","712 Creekstone Circle SW","Calgary","2024","11","Kevin French","CFRENCKE","CSCOTTDA1","Bruce Voigt","CVOIGTBR","","CAL Zone S"
"501","S","A2111845","Detached","Ranchlands","03/12/2024","$650,000.00","$760,000.00","1,580","907 Ranch Estates Place NW","Calgary","1978","7","Edie Vlooswyk","CVLOOSED","","Richmond Dino","CDINORI","","CAL Zone NW"
"501","S","A2111017","Detached","Glenbrook","03/01/2024","$749,900.00","$760,000.00","1,021","3531 40 Street SW","Calgary","1958","0","David Brown","CBROWNDA8","","Kamal Mangat","CMANGAHA3","","CAL Zone W"
"501","S","A2106146","Detached","Scenic Acres","03/26/2024","$778,000.00","$760,000.00","1,996","39 Scenic cove Court NW","Calgary","1983","47","Scott Evashuk","CEVASHSC","","Jazz Singh","CSINGHJA9","","CAL Zone NW"
"501","S","A2104109","Detached","Hotchkiss","03/13/2024","$779,000.00","$760,000.00","2,550","90 Hotchkiss Manor SE","Calgary","2024","46","Ron Carriere","CCARRIRO1","","Abe Elhage","CELHAGIB","","CAL Zone SE"
"501","S","A2100390","Detached","Belvedere","03/11/2024","$765,000.00","$760,000.00","2,371","71 Belvedere Green SE","Calgary","2023","61","Jennifer McIntosh","CMCINTJE","COSTBYJA","Ruby Brar","CBRARRA7","",""
"501","S","A2113995","Detached","Copperfield","03/30/2024","$759,900.00","$759,900.00","2,443","209 Copperhead Way SE","Calgary","2023","19","Keaten Klein","CKLEINKE","CVANDEDI","Shelina Wardrope","CWARDRSH","","CAL Zone SE"
"501","S","A2111478","Semi Detached (Half Duplex)","Hamptons","03/14/2024","$769,900.00","$759,900.00","1,791","15 Hamptons Bay NW","Calgary","1997","13","Sean Furlong","CFURLOSE","CFURLODA","Ray Neustaedter","CNEUSTRA","","CAL Zone NW"
"501","S","A2098890","Detached","Evanston","03/08/2024","$759,900.00","$759,900.00","2,435","81 Evansfield Way NW","Calgary","2013","66","Ian Cooper","CCOOPEIA1","","Jan Sali","CSALIJA","","CAL Zone N"
"501","S","A2099428","Semi Detached (Half Duplex)","Killarney/Glengarry","03/15/2024","$769,900.00","$758,000.00","1,856","3702 Richmond Road SW","Calgary","2013","59","Kevin Bernardin","CBERNAKE1","","Melissa Kost","CKOSTME1","","CAL Zone CC"
"501","S","A2111010","Detached","Harvest Hills","03/03/2024","$729,900.00","$757,000.00","1,810","112 Harvest Park Way NE","Calgary","1998","2","David Brown","CBROWNDA8","","James Zhan","CZHANJA","","CAL Zone N"
"501","S","A2113247","Detached","Scenic Acres","03/19/2024","$728,000.00","$756,000.00","2,173","110 Sceptre Close NW","Calgary","1994","8","Liz Wong","CWONGEL2","","Aimee Zhou","CZHOUHU","","CAL Zone NW"
"501","S","A2112269","Detached","Carrington","03/18/2024","$759,888.00","$755,000.00","2,112","112 Carringham Way NW","Calgary","2021","14","Angel Godson-Onumejor","CGODSOAN","","Paul Yeung","CYOUNGPA","","CAL Zone N"
"501","S","A2112196","Row/Townhouse","West Springs","03/08/2024","$698,000.00","$755,000.00","2,138","9057 Wentworth Avenue SW","Calgary","2007","3","David Pellettier","CPELLEDA","","Piew Soe Saw","CSAWPI","","CAL Zone W"
"501","S","A2107143","Detached","Montgomery","03/25/2024","$774,800.00","$755,000.00","1,020","5204 Montalban Avenue NW","Calgary","1959","42","Grant Hunter","CHUNTEGR","CKEYLORA","Jon Burrows","CBURROJO","","CAL Zone NW"
"501","S","A2112890","Detached","Collingwood","03/18/2024","$699,000.00","$753,275.00","1,190","48 Calandar Road NW","Calgary","1958","3","Amit Gupta","cguptaam1","","Krishan Goll","CGOLLKR","","CAL Zone NW"
"501","S","A2110891","Detached","Rosscarrock","03/07/2024","$775,000.00","$753,000.00","864","4010 8 Avenue SW","Calgary","1958","7","Clay Brunette","CBRUNECL","","Qing Li","CLIQI","","CAL Zone W"
"501","S","A2111164","Detached","Palliser","03/03/2024","$698,800.00","$751,800.00","1,311","9411 22 Street SW","Calgary","1969","3","Luke McLaren","CMCLARLU","CMCLARLI","Zhiyong Fang","CFANGZH1","","CAL Zone S"
"501","S","A2110540","Detached","McKenzie Lake","03/12/2024","$724,900.00","$751,000.00","2,269","13705 MOUNT MCKENZIE Drive SE","Calgary","1998","12","Simon D. Hunt","CHUNTSI","","Erik Thorson","CTHORSER","","CAL Zone SE"
"501","S","A2107524","Detached","Riverbend","03/01/2024","$749,900.00","$751,000.00","1,288","310 Riverview Park SE","Calgary","1991","9","Curtis Kramer","CKRAMECU","","May Davidson","CDAVIDMA3","","CAL Zone SE"
"501","S","A2115038","Detached","Douglasdale/Glen","03/18/2024","$739,900.00","$750,000.00","1,935","129 Douglas Glen Gardens SE","Calgary","1998","2","Shirley Evans","CEVANSSH","","Brian Rattai","CRATTABR","","CAL Zone SE"
"501","S","A2114733","Detached","Oakridge","03/22/2024","$699,800.00","$750,000.00","1,078","6 Oakbury Place SW","Calgary","1972","9","Beatrix Smolejova","csmolebe","","Xiaonan Zhang","CZHANGXI1","","CAL Zone S"
"501","S","A2113058","Detached","Coach Hill","03/09/2024","$699,900.00","$750,000.00","2,125","5947 Coach Hill Road SW","Calgary","1981","1","Jonathan Salois","CSALOIJO","","Jill Conroy","CCONROJI","","CAL Zone W"
"501","S","A2112078","Row/Townhouse","Garrison Woods","03/18/2024","$750,000.00","$750,000.00","1,421","422 Garrison Square SW","Calgary","1999","12","Jamie Newton","CNEWTOJA","","Stephanie Campbell","CCAMPBST","","CAL Zone CC"
"501","S","A2111520","Detached","Skyview Ranch","03/13/2024","$749,000.00","$750,000.00","2,335","54 Skyview Point Rise NE","Calgary","2013","12","Yegana Badghisy","CBADGHYE","","Pav Brar","CBRARPA2","","CAL Zone NE"
"501","S","A2111310","Detached","Richmond","03/08/2024","$699,900.00","$750,000.00","913","2019 23 Street SW","Calgary","1949","1","Ashlee Samaska","CSAMASAS","CANDRELA","Kijun Lee","CLEEKI1","","CAL Zone CC"
"501","S","A2109071","Detached","Southwood","03/01/2024","$669,900.00","$750,000.00","1,066","1306 Southbow Place SW","Calgary","1964","7","Don Wong","CWONGDO1","","Jason Saville","CSAVILJA","","CAL Zone S"
"501","S","A2108607","Detached","Carrington","03/02/2024","$749,000.00","$750,000.00","2,239","208 Carringvue Manor NW","Calgary","2017","13","Julia Yan","CYANJU","","Ronny Hui","CHUIRO","","CAL Zone N"
"501","S","A2108012","Detached","Redstone","03/30/2024","$757,000.00","$750,000.00","2,439","172 Redstone Park NE","Calgary","2015","44","Don Wong","CWONGDO1","","Adil Ahmed Rizwan","CRIZWAAD","","CAL Zone NE"
"501","S","A2107652","Detached","Chaparral","03/05/2024","$699,900.00","$750,000.00","1,529","230 Chaparral Place SE","Calgary","1996","13","Aaron Dixon","CDIXONJO1","CSHARKMI1","Julia Barrett","CBARREJU","","CAL Zone S"
"501","S","A2107048","Detached","Belvedere","03/05/2024","$769,900.00","$750,000.00","2,136","276 Belvedere Drive SE","Calgary","2023","25","Salim Syed","CSYEDSA","","Chao Liang","CLIANGCH","",""
"501","S","A2101846","Detached","Douglasdale/Glen","03/05/2024","$769,900.00","$750,000.00","2,009","11535 DOUGLAS WOODS Rise SE","Calgary","1987","46","Simon D. Hunt","CHUNTSI","","Ezra Malo","CMALOEZ","","CAL Zone SE"
"501","S","A2093146","Detached","Nolan Hill","03/07/2024","$799,000.00","$750,000.00","2,179","429 Nolan Hill Boulevard NW","Calgary","2014","113","Summer Tarrabay","CTARRASU","","Alysha Ortiz","CORTIZAL","CORTIZCH","CAL Zone N"
"501","S","A2114427","Detached","Wildwood","03/22/2024","$749,900.00","$749,900.00","1,176","119 Waterloo Drive SW","Calgary","1956","8","Beverly Marsh","CMARSHBE","CMARSHKA2","Craig Lamb","CLAMBCR","","CAL Zone W"
"501","S","A2111213","Detached","Lake Bonavista","03/13/2024","$749,900.00","$749,900.00","1,238","108 Lake Emerald Road SE","Calgary","1969","13","Michelle Plach","CPLACHMI","","Michael Gauthier","CGAUTHMI","","CAL Zone S"
"501","S","A2104725","Detached","Acadia","03/07/2024","$749,900.00","$749,900.00","1,006","448 Arlington Drive SE","Calgary","1960","35","Natherine Leger","CLEGERNA","","Jacilyn Allen","CALLENJA2","","CAL Zone S"
"501","S","A2114376","Detached","Panorama Hills","03/15/2024","$699,888.00","$748,000.00","2,313","99 Panamount Lane NW","Calgary","2003","1","Liz Wong","CWONGEL2","","Rishap Patel","CPATELRI","","CAL Zone N"
"501","S","A2112659","Detached","Cougar Ridge","03/25/2024","$695,000.00","$746,000.00","1,658","27 Cougarstone Park SW","Calgary","2002","10","Sam Corea","CCOREASA","","Coby Gaudette","CTOPILCO","","CAL Zone W"
"501","S","A2114980","Detached","Bridlewood","03/20/2024","$745,000.00","$745,000.00","2,299","232 Bridlewood Common SW","Calgary","2005","5","Maen Shammas","CSHAMMMA","","Purnima Nalbo","CNALBOPU","","CAL Zone S"
"501","S","A2111913","Semi Detached (Half Duplex)","Killarney/Glengarry","03/11/2024","$734,990.00","$745,000.00","1,774","2424 36 Street SW","Calgary","2002","7","Nina Jiang","CJIANGLI","CLIUGU","Nina Jiang","CJIANGLI","","CAL Zone CC"
"501","S","A2111700","Row/Townhouse","Medicine Hill","03/31/2024","$769,900.00","$745,000.00","1,935","62 Na'a Heights SW","Calgary","2022","30","Dianne Brown","CBROWNDI5","CBROWNMI1","Sharon Schille","CSCHILSH","","CAL Zone W"
"501","S","A2110511","Detached","Tuscany","03/12/2024","$739,900.00","$745,000.00","1,895","37 Tuscany Ridge Mews NW","Calgary","2005","12","Chris Richter","CRICHTCH","CPILONJE","Dimitrios Tsakalakis","CTSAKADI","","CAL Zone NW"
"501","S","A2109377","Detached","Mahogany","03/08/2024","$749,900.00","$745,000.00","2,112","387 Mahogany Terrace SE","Calgary","2011","14","Michelle Doudican","CNGUYEMI1","CLEEAR2","Matt Launhardt","CLAUNHMA","","CAL Zone SE"
"501","S","A2109016","Detached","Mahogany","03/06/2024","$749,900.00","$745,000.00","1,864","24 Mahogany Park SE","Calgary","2017","13","Pamela Balkwill","CBALKWPA","","Amy Du","CDUYA","","CAL Zone SE"
"501","S","A2108741","Detached","Beddington Heights","03/11/2024","$749,000.00","$745,000.00","1,220","47 Beaconsfield Place NW","Calgary","1978","11","Candace Hendrickson","CHENDRCA1","","Amandeep Walia","CAWLAAM","","CAL Zone N"
"501","S","A2103102","Detached","Saddle Ridge","03/04/2024","$749,900.00","$745,000.00","2,232","138 Saddlecrest Way NE","Calgary","2006","39","Aman Virk","CVIRKAM","CVIRKHA","Karan Saini","CSAINIKA","","CAL Zone NE"
"501","S","A2110904","Semi Detached (Half Duplex)","Sunalta","03/26/2024","$795,000.00","$744,500.00","1,638","1632 12 Avenue SW","Calgary","2017","15","MICHAEL SHANKS","LDSHANKMI","LDBRODOJE","Ryan Phelan","CPHELARY","","CAL Zone CC"
"501","S","A2106693","Detached","West Hillhurst","03/16/2024","$779,500.00","$744,000.00","1,067","2220 Sumac Road NW","Calgary","1954","33","Joe Badin","CBADINJO","","Jake McIntyre","CMCINTJA1","","CAL Zone CC"
"501","S","A2104906","Detached","Skyview Ranch","03/16/2024","$745,000.00","$743,500.00","2,115","39 Skyview Shores Court NE","Calgary","2011","45","Rajinder Sidhu","CSIDHURA2","","Navroz Atwal","CATWALNA","","CAL Zone NE"
"501","S","A2115375","Detached","Brentwood","03/17/2024","$699,900.00","$743,000.00","954","64 Brantford Crescent NW","Calgary","1959","1","Calvin Mast","CMASTCA","","Zhong Wei","CWEIZH","","CAL Zone NW"
"501","S","A2114808","Detached","West Springs","03/19/2024","$749,999.00","$740,000.00","1,857","124 Wentworth Close SW","Calgary","2001","5","Jeffrey Ostrosser","COSTROJE","","Amy Du","CDUYA","","CAL Zone W"
"501","S","A2112613","Detached","Glamorgan","03/12/2024","$699,900.00","$740,000.00","1,185","27 Glamorgan Drive SW","Calgary","1958","4","Nick Wood","CWOODNI","","Laurie Stewart","CSTEWALA","CBUGGIJO","CAL Zone W"
"501","S","A2112582","Detached","Copperfield","03/11/2024","$724,999.00","$740,000.00","2,081","38 Copperpond Heath SE","Calgary","2014","4","Randi Scheuerman","CSCHEURA","","Coby Gaudette","CTOPILCO","","CAL Zone SE"
"501","S","A2110019","Detached","Silver Springs","03/21/2024","$689,900.00","$740,000.00","1,172","27 Silver Brook Drive NW","Calgary","1972","8","Dean Stewart","CSTEWAED1","","Lesley Halcro","CHALCRLE","","CAL Zone NW"
"501","S","A2108479","Detached","Ramsay","03/13/2024","$750,000.00","$740,000.00","2,206","1143 10 Street SE","Calgary","1909","25","Tammy To","CTOTA","","Tara Molina","CMOLINTA","","CAL Zone CC"
"501","S","A2108150","Detached","Valley Ridge","03/05/2024","$749,900.00","$740,000.00","2,049","11537 Valley Ridge Drive NW","Calgary","1999","19","KaraLee Foat","CFOATKA","","Tianze Chen","CCHENTI1","CCHENTI1","CAL Zone W"
"501","S","A2107457","Semi Detached (Half Duplex)","Tuxedo Park","03/28/2024","$769,900.00","$740,000.00","1,783","255 22 Avenue NE","Calgary","2013","44","Dorothy Chow","CCHOWDO","","Kamil Lalji","CLALJIKA","","CAL Zone CC"
"501","S","A2106963","Detached","Braeside","03/13/2024","$749,900.00","$740,000.00","1,643","10819 Brae Road SW","Calgary","1971","33","Natasha Eden","CEDENNA","","Claire Fraser","CFRASECL","","CAL Zone S"
"501","S","A2106111","Detached","Arbour Lake","03/02/2024","$750,000.00","$740,000.00","1,787","52 Arbour Crest Heights NW","Calgary","2000","22","Erin Reeves","CHUCULER","","Hao Yu","CYUHA","","CAL Zone NW"
"501","S","A2103179","Detached","Lakeview","03/04/2024","$799,888.00","$740,000.00","1,400","3114 Leduc Crescent SW","Calgary","1962","37","Laura Schewchenko","CSCHEWLA","","Anderson Kwong","CKWONGAN","","CAL Zone W"
"501","S","A2100082","Detached","Seton","03/12/2024","$720,000.00","$740,000.00","1,907","58 Seton Manor SE","Calgary","2018","61","Alex Sazanovich","CSAZANAL","CBAVOLAR","Jun Ho Lee","CLEEJU1","","CAL Zone SE"
"501","S","A2097630","Detached","Skyview Ranch","03/21/2024","$744,900.00","$740,000.00","2,153","186 Skyview Shores Crescent NE","Calgary","2009","97","Rajinder Sidhu","CSIDHURA2","","Rishma Kassam","CKASSARI1","","CAL Zone NE"
"501","S","A2114275","Detached","Copperfield","03/30/2024","$739,900.00","$739,900.00","2,240","217 Copperhead Way SE","Calgary","2023","18","Keaten Klein","CKLEINKE","CVANDEDI","Zully Merali","CMERALZU","","CAL Zone SE"
"501","S","A2107049","Detached","Braeside","03/14/2024","$752,900.00","$738,000.00","1,785","139 Bracewood Way SW","Calgary","1978","34","Bob Damji","CDAMJIME","CSINGHBH2","Jeffrey Rolheiser","CROLHEJE","","CAL Zone S"
"501","S","A2106002","Detached","Arbour Lake","03/21/2024","$759,900.00","$738,000.00","2,399","120 Arbour Ridge Way NW","Calgary","1994","42","Zhong Wei","CWEIZH","","Mark Wang","CWANGJI","","CAL Zone NW"
"501","S","A2103643","Row/Townhouse","Sunalta","03/08/2024","$750,000.00","$737,500.00","1,622","1161 19 Street SW","Calgary","2014","43","Paul Brennand","CBRENNPA","","Ashley Hamilton-Sinclair","CSINCLAS","","CAL Zone CC"
"501","S","A2108401","Detached","Belmont","03/14/2024","$759,900.00","$736,900.00","2,127","113 Belmont Green SW","Calgary","2024","27","Jeff Jackson","CAJACKSJE","","Non Board Member","CNONMEMB","","CAL Zone S"
"501","S","A2116159","Detached","Haysboro","03/25/2024","$649,900.00","$736,000.00","1,201","99 Holden Road SW","Calgary","1959","4","Dayna Moritz","CMORITDA","","Amy Brooks","CBROOKAM","CBROOKEM","CAL Zone S"
"501","S","A2107201","Semi Detached (Half Duplex)","South Calgary","03/05/2024","$750,000.00","$736,000.00","979","2010 32 Avenue SW","Calgary","1978","23","Richard Kim","CKIMRI","","Richard Bergeron","CBERGERI","","CAL Zone CC"
"501","S","A2114226","Detached","Spruce Cliff","03/20/2024","$735,000.00","$735,000.00","1,141","512 37 Street SW","Calgary","1955","0","Jessica Kushnir","CVETTEJE","","Rahman Damji","CDAMJIRA1","","CAL Zone W"
"501","S","A2112089","Detached","Southwood","03/29/2024","$724,900.00","$735,000.00","1,238","11 Spokane Street SW","Calgary","1959","22","Heather Lamb","CLAMBHE","","Heather Lamb","CLAMBHE","","CAL Zone S"
"501","S","A2111914","Detached","Sandstone Valley","03/29/2024","$749,999.00","$735,000.00","2,144","224 Sandarac Place NW","Calgary","1982","26","Robert Webb","CWEBBRO","","Zeenat Taghvai","CTAGHVZE","","CAL Zone N"
"501","S","A2111395","Detached","Dalhousie","03/10/2024","$739,900.00","$735,000.00","1,172","6551 54 Street NW","Calgary","1972","9","Bev Cuckow","CCUCKOBE","CBUZOGSA","Eakbal Rhaman","CRHAMAEA","","CAL Zone NW"
"501","S","A2110836","Apartment","Rideau Park","03/29/2024","$749,900.00","$735,000.00","1,052","3204 Rideau Place SW Unit#609","Calgary","1955","30","Paula Murphy","CMURPHPA1","","Kirandeep Sandhu","CSANDHKI","","CAL Zone CC"
"501","S","A2105561","Detached","Cityscape","03/08/2024","$759,900.00","$735,000.00","1,924","81 Cityside Way NE","Calgary","2019","30","Amarjit Cudail","CCUDAIAM","CMATHAPR","Baljinder Dhillon","CDHILLBA","","CAL Zone NE"
"501","S","A2104056","Detached","Moraine","03/19/2024","$750,000.00","$735,000.00","1,940","66 Amblehurst Way NW","Calgary","2023","52","Yusuf Hussaini","CHUSSAYU","","Lionel Sale","CSALELI","","CAL Zone N"
"501","S","A2107932","Row/Townhouse","West Springs","03/11/2024","$729,231.00","$734,501.00","1,812","8235 8 Avenue SW Unit#409","Calgary","2024","21","Jeff Jackson","CAJACKSJE","","Brad Herman","CHERMABR","","CAL Zone W"
"501","S","A2103331","Detached","Bridlewood","03/13/2024","$749,900.00","$733,500.00","2,322","164 Bridlerange Circle SW","Calgary","2006","48","Ziggy Trawinski","CTRAWIZB","","Shane Strebchuk","CSTREBDA","","CAL Zone S"
"501","S","A2099665","Detached","Banff Trail","03/01/2024","$724,900.00","$733,500.00","1,303","2509 19 Street NW","Calgary","1991","53","Joel Semmens","CSEMMEJO","","Michael McCafferty","CMCCAFMI","","CAL Zone CC"
"501","S","A2111284","Detached","Rocky Ridge","03/11/2024","$749,900.00","$732,500.00","2,027","10498 Rockyledge Street NW","Calgary","2002","11","Taeju Lee","CLEETA","","Chris Migallo","CMIGALCH","CTOTA","CAL Zone NW"
"501","S","A2107992","Detached","Livingston","03/21/2024","$739,900.00","$732,500.00","1,844","67 Herron Rise NE","Calgary","2023","35","Kamal Mangat","CMANGAHA3","","Jeremy Skinner","CSKINNJE","","CAL Zone N"
"501","S","A2114677","Detached","Rosscarrock","03/15/2024","$648,000.00","$731,000.00","1,030","26 Rossdale Road SW","Calgary","1958","1","Howard Koo","CKOOHO","","Devang Joshi","CJOSHIDE","","CAL Zone W"
"501","S","A2101785","Row/Townhouse","Mahogany","03/21/2024","$694,900.00","$730,265.08","1,673","585 Mahogany Road SE","Calgary","2023","64","Michael Laprairie","CLAPRAMI","CSTEWAAL1","Tavin Todd","CTODDTA","","CAL Zone SE"
"501","S","A2117236","Detached","Richmond","03/26/2024","$749,000.00","$730,000.00","982","2604 24 Street SW","Calgary","1950","1","Amit Aurora","CAURORAM","","Najada Abedini","CABEDINA","","CAL Zone CC"
"501","S","A2116961","Detached","Arbour Lake","03/29/2024","$715,000.00","$730,000.00","1,669","184 Arbour Stone Close NW","Calgary","1999","7","Carson Harris","CHARRICA","","Gagan Atwal","CATWALGA","","CAL Zone NW"
"501","S","A2116956","Detached","Deer Ridge","03/25/2024","$675,000.00","$730,000.00","1,363","244 Deercliff Road SE","Calgary","1977","2","Jaclyn Snell","CSNELLJA","","Jim Hyslop","CHYSLOJA","","CAL Zone S"
"501","S","A2116260","Detached","Livingston","03/28/2024","$729,900.00","$730,000.00","1,928","99 Howse Manor NE","Calgary","2017","8","Art Lee","CLEEAR2","","Donna Williams","CWILLIDO","","CAL Zone N"
"501","S","A2112447","Detached","Yorkville","03/16/2024","$759,900.00","$730,000.00","1,908","183 Yorkstone Way SW","Calgary","2022","4","Victor Wong","CWONGVI3","","Parth Patel","CPATELPA1","","CAL Zone S"
"501","S","A2110461","Detached","Sandstone Valley","03/13/2024","$725,000.00","$730,000.00","1,582","12 Sanderling Rise NW","Calgary","1985","12","Julie Clark","CCLARKJU","","Alexander Weston","CWESTOAL","","CAL Zone N"
"501","S","A2107438","Detached","Evergreen","03/01/2024","$749,900.00","$730,000.00","1,897","1558 Evergreen Drive SW","Calgary","1996","14","Constantin Varna","CVARNACO","COPREAMI","Melissa Nichols","CNICHOME1","","CAL Zone S"
"501","S","A2102973","Detached","Redstone","03/19/2024","$719,900.00","$730,000.00","2,488","13 Redstone Path NE","Calgary","2015","54","Ajay Kainth","CKAINTAJ","","Kulwinder Kaur","CKAURKU","","CAL Zone NE"
"501","S","A2097690","Detached","Livingston","03/11/2024","$744,117.00","$730,000.00","1,909","317 Herron Mews NE","Calgary","2023","89","Michelle Primeau","CPRIMEMI","","Non Board Member","CNONMEMB","","CAL Zone N"
"501","S","A2091131","Row/Townhouse","Bridgeland/Riverside","03/02/2024","$729,900.00","$730,000.00","1,810","1017 1 Avenue NE","Calgary","2006","122","Clarence Kim","CKIMCL","","Azalea Kim","CKIMAZ","","CAL Zone CC"
"501","S","A2089823","Detached","Tuxedo Park","03/01/2024","$730,000.00","$730,000.00","812","319 32 Avenue NE","Calgary","1950","128","Victor Pang","CPANGVI","","Joseph Mensah","CMENSAJO","","CAL Zone CC"
"501","S","A2111559","Row/Townhouse","Bankview","03/20/2024","$729,900.00","$729,900.00","1,446","1628 21 Avenue SW","Calgary","2023","19","Amy Brooks","CBROOKAM","CBROOKEM","Robby Khun Khun","ckhunkra","","CAL Zone CC"
"501","S","A2111353","Row/Townhouse","Bankview","03/14/2024","$729,900.00","$729,900.00","1,456","1640 21 Avenue SW","Calgary","2023","14","Amy Brooks","CBROOKAM","CBROOKEM","Stacie Mori","CMORIST","","CAL Zone CC"
"501","S","A2110990","Row/Townhouse","Bankview","03/10/2024","$729,900.00","$729,900.00","1,457","1636 21 Avenue SW","Calgary","2023","11","Amy Brooks","CBROOKAM","CBROOKEM","Donna Abbott","CABBOTDO","","CAL Zone CC"
"501","S","A2099657","Row/Townhouse","Bankview","03/10/2024","$729,900.00","$729,900.00","1,305","1632 21 Avenue SW","Calgary","2023","66","Emily Sudermann","CBROOKEM","CBROOKAM","Niki Taggart","CTAGGANI","","CAL Zone CC"
"501","S","A2116599","Detached","Rocky Ridge","03/27/2024","$737,000.00","$728,000.00","1,891","55 Rockywood Park NW","Calgary","2003","6","Erick Dillmann","CDILLMER","","Sanjay Negi","CNEGISA","","CAL Zone NW"
"501","S","A2113241","Detached","McKenzie Lake","03/16/2024","$674,500.00","$728,000.00","1,865","28 Mt Cascade Close SE","Calgary","1993","9","Mike Ouellette","COUELLMI","","Sarah Paranych","CPARANSA","CNICHOSH4","CAL Zone SE"
"501","S","A2111499","Detached","North Glenmore Park","03/13/2024","$649,900.00","$727,000.00","1,240","6301 Larkspur Way SW","Calgary","1961","12","Brad Healey","CHEALEBR","CKEHLECO","Debbie Windle","CWINDLDE","","CAL Zone W"
"501","S","A2115068","Detached","Chaparral","03/23/2024","$699,900.00","$725,000.00","1,755","43 Chapalina Crescent SE","Calgary","2000","8","Tanya Maksymic","CMAKSYTA","CBAILLCH","Colby Chahley","CCHAHLCO","","CAL Zone S"
"501","S","A2111425","Detached","Fairview","03/07/2024","$649,900.00","$725,000.00","1,072","159 Fyffe Road SE","Calgary","1959","6","Kayla Mathison","CMATHIKA","","Mark Lofgren","CLOFGRMA","","CAL Zone S"
"501","S","A2111400","Detached","Somerset","03/21/2024","$725,000.00","$725,000.00","1,945","6 Somerglen Road SW","Calgary","1998","16","Maria Surowka","CSUROWMA","","Chen Jiang","CJIANGCH","","CAL Zone S"
"501","S","A2110856","Row/Townhouse","Sunalta","03/16/2024","$729,900.00","$725,000.00","1,736","1149 19 Street SW","Calgary","2014","17","Vincent Phan","CPHANVI","","Annie Liu","CLIULU","","CAL Zone CC"
"501","S","A2110518","Detached","Dalhousie","03/11/2024","$685,000.00","$725,000.00","1,333","6247 Dalbeattie Green NW","Calgary","1969","4","David Lem","CLEMDA","","Jason Wai","CWAIJA","","CAL Zone NW"
"501","S","A2109826","Row/Townhouse","Shaganappi","03/27/2024","$699,990.00","$725,000.00","1,639","2853 12 Avenue SW","Calgary","2023","33","Ariel Buenaventura","CBUENAAR","","Elizabeth Graham","cgrahael","","CAL Zone CC"
