"#","St","Address","MLS® #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"501","S","218 Sherwood Square NW Unit#801","A2174554","Row/Townhouse","Sherwood","12/24/2024","$489,000.00","$474,000.00","1,631","Calgary","2016","63","Krista Bortoluzzi","CBORTOKR","","Nnamdi Elemamba","CELEMANN","","CAL Zone N"
"501","S","617 Evanston Manor NW","A2164403","Row/Townhouse","Evanston","12/09/2024","$475,000.00","$474,000.00","1,295","Calgary","2015","89","Francis Okwuraiwe","COKWURFR","","Aaron Santos","CSANTOAA","","CAL Zone N"
"501","S","47 West Springs Lane SW","A2177201","Row/Townhouse","West Springs","12/05/2024","$479,000.00","$473,600.00","1,219","Calgary","2005","28","Bonny Dann","CDANNBO","","Dave Rhydderch","CRHYDDDA","","CAL Zone W"
"501","S","59 22 Avenue SW Unit#106","A2180801","Apartment","Erlton","12/13/2024","$489,900.00","$471,000.00","1,322","Calgary","2000","17","Caleb Reich","CREICHCA","CREICHJE","Mike Star","CSTARMI","","CAL Zone CC"
"501","S","112 Douglas Glen Park SE","A2176527","Row/Townhouse","Douglasdale/Glen","12/20/2024","$479,900.00","$470,000.00","1,202","Calgary","2001","50","Ganna Fedorinova","CFEDORGA","","Salman Bhojani","CBHOJASA","","CAL Zone SE"
"501","S","230 Seton Passage SE Unit#35","A2176192","Row/Townhouse","Seton","12/28/2024","$469,500.00","$470,000.00","1,510","Calgary","2020","59","Austin Fleming","CFLEMIAU","","Max Malychev","CMALYCMA","","CAL Zone SE"
"501","S","400 Seton Passage SE","A2175159","Row/Townhouse","Seton","12/10/2024","$482,900.00","$470,000.00","1,333","Calgary","2023","46","Glenn Grams","CGRAMSGL","","Paul Ackerman","CACKERPA","","CAL Zone SE"
"501","S","236 Copperstone Cove SE","A2174772","Row/Townhouse","Copperfield","12/20/2024","$474,999.00","$470,000.00","1,473","Calgary","2007","56","Natherine Leger","CLEGERNA","","Ian Porter","CPORTEIA","","CAL Zone SE"
"501","S","355 Nolancrest Heights NW Unit#107","A2165750","Row/Townhouse","Nolan Hill","12/02/2024","$479,900.00","$470,000.00","1,349","Calgary","2015","80","Joel Panchuk","CPANCHJO","","Adam Chaykowski","CCHAYKAD","","CAL Zone N"
"501","S","162 Pinemeadow Road NE","A2180478","Semi Detached (Half Duplex)","Pineridge","12/02/2024","$469,000.00","$469,000.00","1,237","Calgary","1979","11","Kevin Shapkin","CSHAPKKE","","David Fatemi","CFATEMSA","","CAL Zone NE"
