"#","St","Address","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"2501","S","215 13 Avenue SW Unit#502","A2046065","Apartment","Beltline","06/19/2023","$308,000.00","$297,500.00","577","Calgary","2009","45","Geoffrey Gordon","CGORDOGE","","Holly Dunbar","CDUNBAHO","","CAL Zone CC"
"2501","S","721 4 Street NE Unit#239","A2051636","Apartment","Renfrew","06/23/2023","$310,000.00","$297,200.00","716","Calgary","2013","22","Justin Havre","CHAVREJU","CLALONBR","Puneet Singh","CSINGHPU","","CAL Zone CC"
"2501","S","901 10 Avenue SW Unit#1301","A2044833","Apartment","Beltline","06/06/2023","$299,000.00","$297,000.00","462","Calgary","2016","36","Peng Wu","CWUPE1","","Chris Zaharko","CZAHARCH","","CAL Zone CC"
"2501","S","24 Hemlock Crescent SW Unit#2201","A2040077","Apartment","Spruce Cliff","06/06/2023","$309,900.00","$297,000.00","1,027","Calgary","2002","53","David Briere","CBRIERDA1","","Robin Clegg","CCLEGGRO","","CAL Zone W"
"2501","S","260 Shawville Way SE Unit#402","A2056136","Apartment","Shawnessy","06/19/2023","$275,000.00","$296,000.00","1,029","Calgary","2001","11","Sam Baker","CBAKERSA","","Dave Onufrechuk","CONUFRDA","","CAL Zone S"
"2501","S","1410 2 Street SW Unit#409","A2052918","Apartment","Beltline","06/09/2023","$289,900.00","$296,000.00","840","Calgary","1996","11","Shilo Reardan","CAREARDSH","","Dylon Paul","CPAULDY","CSWAYZAU","CAL Zone CC"
"2501","S","2012 1 Street NW Unit#302","A2041348","Apartment","Tuxedo Park","06/01/2023","$299,900.00","$296,000.00","804","Calgary","2007","42","Ken Rigel","CRIGELKE","","Glen Godlonton","CGODLOGL","","CAL Zone CC"
"2501","S","522 Cranford Drive SE Unit#1302","A2033154","Apartment","Cranston","06/16/2023","$310,000.00","$296,000.00","977","Calgary","2015","87","Pamela Chai","CCHAIPA","","Karlee Mushie","CMUSHIKA","","CAL Zone SE"
"2501","S","35 West Coach Manor SW Unit#8","A2057471","Row/Townhouse","West Springs","06/30/2023","$299,900.00","$295,800.00","823","Calgary","2014","17","Jeff Ackerman","CACKERJE","","Sophie Klassen","CKLASSSO","","CAL Zone W"
"2501","S","6315 Ranchview Drive NW Unit#210","A2057843","Apartment","Ranchlands","06/30/2023","$295,000.00","$295,000.00","835","Calgary","2009","14","Eric Frere","CFREREER","","Tyler Lizotte","CLIZOTTY2","","CAL Zone NW"
"2501","S","30 Walgrove Walk SE Unit#115","A2057673","Apartment","Walden","06/23/2023","$299,000.00","$295,000.00","641","Calgary","2019","8","Paulina Ciezar","CCIEZAPA","","Colby Chahley","CCHAHLCO","","CAL Zone S"
